source,identifier,title,abstract,subjects
Springer,10.1007/978-3-031-71162-6_24,cfaults: Model-Based Diagnosis for Fault Localization in C with Multiple Test Cases,"Debugging is one of the most time-consuming and expensive tasks in software development. Several formula-based fault localization (FBFL) methods have been proposed, but they fail to guarantee a set of diagnoses across all failing tests or may produce redundant diagnoses that are not subset-minimal, particularly for programs with multiple faults. This paper introduces a novel fault localization approach for C programs with multiple faults. CFaults leverages Model-Based Diagnosis (MBD) with multiple observations and aggregates all failing test cases into a unified MaxSAT formula. Consequently, our method guarantees consistency across observations and simplifies the fault localization procedure. Experimental results on two benchmark sets of C programs, TCAS and C-Pack-IPAs , show that CFaults is faster than other FBFL approaches like BugAssist and SNIPER . Moreover, CFaults only generates subset-minimal diagnoses of faulty statements, whereas the other approaches tend to enumerate redundant diagnoses.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-71162-6_27,Unifying Weak Memory Verification Using Potentials,"Concurrency verification for weak memory models is inherently complex. Several deductive techniques based on proof calculi have recently been developed, but these are typically tailored towards a single memory model through specialised assertions and associated proof rules. In this paper, we propose an extension to the logic $${\textsf{Piccolo}}$$ Piccolo to generalise reasoning across different memory models. $${\textsf{Piccolo}}$$ Piccolo is interpreted on the semantic domain of thread potentials . By deriving potentials from weak memory model states, we can define the validity of $${\textsf{Piccolo}}$$ Piccolo formulae for multiple memory models. We moreover propose unified proof rules for verification on top of $${\textsf{Piccolo}}$$ Piccolo . Once (a set of) such rules has been shown to be sound with respect to a memory model $${\textsf{MM}} $$ MM , all correctness proofs employing this rule set are valid for $${\textsf{MM}}$$ MM . We exemplify our approach on the memory models $${\textsf{SC}}$$ SC , $${\textsf{TSO}}$$ TSO and $${\textsf{SRA}}$$ SRA using the standard litmus tests Message-Passing and IRIW.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-981-97-3752-9_9,Cybernetic Avatars and Society,"Toward a future symbiotic society with Cybernetic Avatars (CAs), it is crucial to develop socially well-accepted CAs and to discuss legal, ethical, and socioeconomic issues to update social rules and norms. This chapter provides interdisciplinary discussions for these issues from the perspectives of technological and social sciences. First, we propose avatar social implementation guidelines and present studies that contribute to the development of socially well-accepted CAs. The second part of this chapter addresses the ethical and legal issues in installing CAs in society and discusses solutions for them.","['Computer Science', 'User Interfaces and Human Computer Interaction', 'Robotics', 'User Interfaces and Human Computer Interaction', 'Robotics']"
Springer,10.1007/978-3-031-71162-6_31,Sound and Complete Witnesses for Template-Based Verification of LTL Properties on Polynomial Programs,"We study the classical problem of verifying programs with respect to formal specifications given in the linear temporal logic (LTL). We first present novel sound and complete witnesses for LTL verification over imperative programs. Our witnesses are applicable to both verification (proving) and refutation (finding bugs) settings. We then consider LTL formulas in which atomic propositions can be polynomial constraints and turn our focus to polynomial arithmetic programs, i.e. programs in which every assignment and guard consists only of polynomial expressions. For this setting, we provide an efficient algorithm to automatically synthesize such LTL witnesses. Our synthesis procedure is both sound and semi-complete. Finally, we present experimental results demonstrating the effectiveness of our approach and that it can handle programs which were beyond the reach of previous state-of-the-art tools.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-71162-6_18,Certified Quantization Strategy Synthesis for Neural Networks,"Quantization plays an important role in deploying neural networks on embedded, real-time systems with limited computing and storage resources (e.g., edge devices). It significantly reduces the model storage cost and improves inference efficiency by using fewer bits to represent the parameters. However, it was recently shown that critical properties may be broken after quantization, such as robustness and backdoor-freeness. In this work, we introduce the first method for synthesizing quantization strategies that verifiably maintain desired properties after quantization, leveraging a key insight that quantization leads to a data distribution shift in each layer. We propose to compute the preimage for each layer based on which the preceding layer is quantized, ensuring that the quantized reachable region of the preceding layer remains within the preimage. To tackle the challenge of computing the exact preimage, we propose an MILP-based method to compute its under-approximation. We implement our method into a tool Quadapter and demonstrate its effectiveness and efficiency by providing certified quantization that successfully preserves model robustness and backdoor-freeness.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-73741-1_8,Digitised Historical Sources and Non-digital Humanists: An Interdisciplinary Challenge?,"The digitisation of sources has opened new perspectives for humanities scholars. Digitisation allowed a larger access to sources, removing some financial and geographical limits, and the use of digital tools provided new perspectives for humanities scholars, who are able to read the sources differently. However, working with digitised sources also created new challenges that humanities scholars are not always equipped to overcome. The ‘MedIcal Literature and Communication about Child Health’ (MILC) project uses historical medical books for a non-specialist audience to analyse discourses on children’s health in England, France and Italy between 1850 and 1914. Despite being born a non-digital humanities project, with a focus on manual qualitative analysis and a combination of history and literature methods, it took a digital turn when using digitised sources, with issues of digitisation and Optical Character Recognition (OCR) among others. The team working on the project is composed of three humanities scholars, with limited computer science skills. This required us to find digital humanities and in general IT tools adapted to our skillset, and suited to our needs. These tools did not always fit all our needs, and often presented issues in terms of accessibility and compatibility with the general standards of digital humanities. Using examples from the issues faced by this project, and from the solutions found, this paper will argue that the challenges encountered by humanities scholars are interdisciplinary, not only because they overcome the traditional disciplinary boundaries inside the humanities, but also because they mirror challenges that computer scientists are working to solve. This paper will also argue that collaboration is a necessity which would benefit both humanities scholars and computer scientists in their work on the improvement and development of new tools, with the help of AI for example. Using the work done by a team of non-digital humanities scholars, it will argue that accessibility is a central issue in digital humanities and in the creation of IT tools, which needs to be addressed.","['Computer Science', 'Logics and Meanings of Programs', 'Software Engineering/Programming and Operating Systems', 'Special Purpose and Application-Based Systems', 'Computer System Implementation', 'Artificial Intelligence', 'Computer Science Logic and Foundations of Programming', 'Software Engineering', 'Special Purpose and Application-Based Systems', 'Computer System Implementation', 'Artificial Intelligence']"
Springer,10.1007/978-3-031-71162-6_9,Understanding Synthesized Reactive Systems Through Invariants,"In many applications for which reactive synthesis is attractive, computed implementations need to have understandable behavior. While some existing synthesis approaches compute finite-state machines with a structure that supports their understandability, such approaches do not scale to specifications that can only be realized with a large number of states. Furthermore, asking the engineer to understand the internal structure of the implementation is unnecessary when only the behavior of the implementation is to be understood. In this paper, we present an approach to computing understandable safety invariants that every implementation satisfying a generalized reactivity(1) specification needs to fulfill. Together with the safety part of the specification, the invariants completely define which transitions between input and output proposition valuations any correct implementation can take. We apply the approach in two case studies and demonstrate that the computed invariants highlight the strategic decisions that implementations for the given specification need to make, which not only helps the system designer with understanding what the specification entails, but also supports specification debugging.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-71177-0_33,A Tutorial on Stream-Based Monitoring,"Stream-based runtime monitoring frameworks are safety assurance tools that check the runtime behavior of a system against a formal specification. This tutorial provides a hands-on introduction to RTLola, a real-time monitoring toolkit for cyber-physical systems and networks. RTLola processes, evaluates, and aggregates streams of input data, such as sensor readings, and provides a real-time analysis in the form of comprehensive statistics and logical assessments of the system’s health. RTLola has been applied successfully in monitoring autonomous systems such as unmanned aircraft. The tutorial guides the reader through the development of a stream-based specification for an autonomous drone observing other flying objects in its flight path. Each tutorial section provides an intuitive introduction, highlighting useful language features and specification patterns, and gives a more in-depth explanation of technical details for the advanced reader. Finally, we discuss how runtime monitors generated from RTLola specifications can be integrated into a variety of systems and discuss different monitoring applications.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-71162-6_14,State Matching and Multiple References in Adaptive Active Automata Learning,"Active automata learning (AAL) is a method to infer state machines by interacting with black-box systems. Adaptive AAL aims to reduce the sample complexity of AAL by incorporating domain specific knowledge in the form of (similar) reference models. Such reference models appear naturally when learning multiple versions or variants of a software system. In this paper, we present state matching, which allows flexible use of the structure of these reference models by the learner. State matching is the main ingredient of adaptive $$L^{\#}$$ L # , a novel framework for adaptive learning, built on top of $$L^{\#}$$ L # . Our empirical evaluation shows that adaptive $$L^{\#}$$ L # improves the state of the art by up to two orders of magnitude.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-73741-1_11,Challenges for AI in Healthcare Systems,"This paper overviews the challenges of using artificial intelligence (AI) methods when building healthcare systems, as discussed at the AIsola Conference in 2023. It focuses on the topics (i) medical data, (ii) decision support, (iii) software engineering for AI-based health systems, (iv) regulatory affairs as well as (v) privacy-preserving machine learning and highlights the importance and challenges involved when utilizing AI in healthcare systems.","['Computer Science', 'Logics and Meanings of Programs', 'Software Engineering/Programming and Operating Systems', 'Special Purpose and Application-Based Systems', 'Computer System Implementation', 'Artificial Intelligence', 'Computer Science Logic and Foundations of Programming', 'Software Engineering', 'Special Purpose and Application-Based Systems', 'Computer System Implementation', 'Artificial Intelligence']"
Springer,10.1007/978-3-031-61194-0_4,Contextual Framework,"This chapter describes the contextual information collected during the International Computer and Information Literacy Study (ICILS) 2023 in order to aid understanding of variation in the primary outcome achievement measures of the study: students’ computer and information literacy (CIL) and computational thinking (CT). Both outcome measures may be potentially influenced by a given set of contextual information. We provide a classification of contextual factors that accords with the multilevel structure inherent in the process of student CIL/CT learning. The learning of individual students happens in the overlapping contexts of school learning and out-of-school learning, both of which are embedded in the context of the wider community that comprises local, national, supranational, and international contexts. We distinguish between four contexts: wider community, schools and classrooms, home environment and the individual. In addition, we consider the relationship of these contextual factors to the learning process (antecedents or processes). We also list the different kinds of variables that are collected via the different ICILS 2023 contextual instruments and briefly outline prior findings from educational research in order to explain why these variables are included in ICILS 2023.","['Education', 'Education, general', 'International and Comparative Education', 'Digital Education and Educational Technology', 'Assessment and Testing', 'International and Comparative Education']"
Springer,10.1007/978-3-031-71162-6_10,Combining Classical and Probabilistic Independence Reasoning to Verify the Security of Oblivious Algorithms,"We consider the problem of how to verify the security of probabilistic oblivious algorithms formally and systematically. Unfortunately, prior program logics fail to support a number of complexities that feature in the semantics and invariants needed to verify the security of many practical probabilistic oblivious algorithms. We propose an approach based on reasoning over perfectly oblivious approximations, using a program logic that combines both classical Hoare logic reasoning and probabilistic independence reasoning to support all the needed features. We formalise and prove our new logic sound in Isabelle/HOL and apply our approach to formally verify the security of several challenging case studies beyond the reach of prior methods for proving obliviousness.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-71177-0_2,Rigorous Floating-Point Round-Off Error Analysis in PRECiSA 4.0,"Small round-off errors in safety-critical systems can lead to catastrophic consequences. In this context, determining if the result computed by a floating-point program is accurate enough with respect to its ideal real-number counterpart is essential. This paper presents PRECiSA 4.0, a tool that rigorously estimates the accumulated round-off error of a floating-point program. PRECiSA 4.0 combines static analysis, optimization techniques, and theorem proving to provide a modular approach for computing a provably correct round-off error estimation. PRECiSA 4.0 adds several features to previous versions of the tool that enhance its applicability and performance. These features include support for data collections such as lists, records, and tuples; support for recursion schemas; an updated floating-point formalization that closely characterizes the IEEE-754 standard; an efficient and modular analysis of function calls that improves the performances for large programs; and a new user interface integrated into Visual Studio Code.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-71177-0_10,PyBDR: Set-Boundary Based Reachability Analysis Toolkit in Python,"We present PyBDR, a Python reachability analysis toolkit based on set-boundary analysis, which centralizes on widely-adopted set propagation techniques for formal verification, controller synthesis, state estimation, etc. It employs boundary analysis of initial sets to mitigate the wrapping effect during computations, thus improving the performance of reachability analysis algorithms without significantly increasing computational costs. Beyond offering various set representations such as polytopes and zonotopes, our toolkit particularly excels in interval arithmetic by extending operations to the tensor level, enabling efficient parallel interval arithmetic computation and unifying vector and matrix intervals into a single framework. Furthermore, it features symbolic computation of derivatives of arbitrary order and evaluates them as real or interval-valued functions, which is essential for approximating behaviours of nonlinear systems at specific time instants. Its modular architecture design offers a series of building blocks that facilitate the prototype development of reachability analysis algorithms. Comparative studies showcase its strengths in handling verification tasks with large initial sets or long time horizons. The toolkit is available at https://github.com/ASAG-ISCAS/PyBDR .","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-981-97-6095-4_1,Main Amendments of Chinese Intellectual Property Law,"Strengthening the protection of intellectual property plays the most important role in improving the system of property rights protection, and also serves as the biggest momentum to enhance our country's economic competitiveness.","['Law', 'Private International Law, International & Foreign Law, Comparative Law', 'IT Law, Media Law, Intellectual Property', 'History of China', 'Private International Law, International and Foreign Law, Comparative Law', 'IT Law, Media Law, Intellectual Property', 'History of China']"
Springer,10.1007/978-3-031-71177-0_29,Practical Deductive Verification of OCaml Programs,"In this paper, we provide a comprehensive, hands-on tutorial on how to apply deductive verification to programs written in OCaml . In particular, we show how one can use the GOSPEL specification language and the Cameleer tool to conduct mostly-automated verification on OCaml code. In our presentation, we focus on two main classes of programs: first, purely functional programs with no mutable state; then on imperative programs, where one can mix mutable state with subtle control-flow primitives, such as locally-defined exceptions.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-75387-9_11,Intersymbolic AI,"This perspective piece calls for the study of the new field of Intersymbolic AI , by which we mean the combination of symbolic AI , whose building blocks have inherent significance/meaning, with subsymbolic AI , whose entirety creates significance/effect despite the fact that individual building blocks escape meaning. Canonical kinds of symbolic AI are logic, games and planning. Canonical kinds of subsymbolic AI are (un)supervised machine and reinforcement learning. Intersymbolic AI interlinks the worlds of symbolic AI with its compositional symbolic significance and meaning and of subsymbolic AI with its summative significance or effect to enable culminations of insights from both worlds by going between and across symbolic AI insights with subsymbolic AI techniques that are being helped by symbolic AI principles. For example, Intersymbolic AI may start with symbolic AI to understand a dynamic system, continue with subsymbolic AI to learn its control, and end with symbolic AI to safely use the outcome of the learned subsymbolic AI controller in the dynamic system. The way Intersymbolic AI combines both symbolic and subsymbolic AI to increase the effectiveness of AI compared to either kind of AI alone is likened to the way that the combination of both conscious and subconscious thought increases the effectiveness of human thought compared to either kind of thought alone. Some successful contributions to the Intersymbolic AI paradigm are surveyed here but many more are considered possible by advancing Intersymbolic AI.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Mathematical Logic and Formal Languages', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Computer System Implementation', 'Control Structures and Microprogramming', 'Software Engineering', 'Formal Languages and Automata Theory', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Computer System Implementation', 'Control Structures and Microprogramming']"
Springer,10.1007/978-3-031-71162-6_20,Bridging Dimensions: Confident Reachability for High-Dimensional Controllers,"Autonomous systems are increasingly implemented using end-to-end learning-based controllers. Such controllers make decisions that are executed on the real system, with images as one of the primary sensing modalities. Deep neural networks form a fundamental building block of such controllers. Unfortunately, the existing neural-network verification tools do not scale to inputs with thousands of dimensions—especially when the individual inputs (such as pixels) are devoid of clear physical meaning. This paper takes a step towards connecting exhaustive closed-loop verification with high-dimensional controllers. Our key insight is that the behavior of a high-dimensional vision-based controller can be approximated with several low-dimensional controllers. To balance the approximation accuracy and verifiability of our low-dimensional controllers, we leverage the latest verification-aware knowledge distillation. Then, we inflate low-dimensional reachability results with statistical approximation errors, yielding a high-confidence reachability guarantee for the high-dimensional controller. We investigate two inflation techniques—based on trajectories and control actions—both of which show convincing performance in three OpenAI gym benchmarks.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-3-031-73229-4_4,Quality Assured: Rethinking Annotation Strategies in Imaging AI,"This paper does not describe a novel method. Instead, it studies an essential foundation for reliable benchmarking and ultimately real-world application of AI-based image analysis: generating high-quality reference annotations. Previous research has focused on crowdsourcing as a means of outsourcing annotations. However, little attention has so far been given to annotation companies, specifically regarding their internal quality assurance (QA) processes. Therefore, our aim is to evaluate the influence of QA employed by annotation companies on annotation quality and devise methodologies for maximizing data annotation efficacy. Based on a total of 57,648 instance segmented images obtained from a total of 924 annotators and 34 QA workers from four annotation companies and Amazon Mechanical Turk (MTurk), we derived the following insights: (1) Annotation companies perform better both in terms of quantity and quality compared to the widely used platform MTurk. (2) Annotation companies’ internal QA only provides marginal improvements, if any. However, improving labeling instructions instead of investing in QA can substantially boost annotation performance. (3) The benefit of internal QA depends on specific image characteristics. Our work could enable researchers to derive substantially more value from a fixed annotation budget and change the way annotation companies conduct internal QA.","['Computer Science', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Computer Imaging, Vision, Pattern Recognition and Graphics']"
Springer,10.1007/978-3-031-73024-5_9,Hierarchical Conditioning of Diffusion Models Using Tree-of-Life for Studying Species Evolution,"A central problem in biology is to understand how organisms evolve and adapt to their environment by acquiring variations in the observable characteristics or traits of species across the tree of life. With the growing availability of large-scale image repositories in biology and recent advances in generative modeling, there is an opportunity to accelerate the discovery of evolutionary traits automatically from images. Toward this goal, we introduce Phylo-Diffusion, a novel framework for conditioning diffusion models with phylogenetic knowledge represented in the form of HIERarchical Embeddings (HIER-Embeds). We also propose two new experiments for perturbing the embedding space of Phylo-Diffusion: trait masking and trait swapping, inspired by counterpart experiments of gene knockout and gene editing/swapping. Our work represents a novel methodological advance in generative modeling to structure the embedding space of diffusion models using tree-based knowledge. Our work also opens a new chapter of research in evolutionary biology by using generative models to visualize evolutionary changes directly from images. We empirically demonstrate the usefulness of Phylo-Diffusion in capturing meaningful trait variations for fishes and birds, revealing novel insights about the biological mechanisms of their evolution. (Model and code can be found at imageomics.github.io/phylo-diffusion )","['Computer Science', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Computer Communication Networks', 'User Interfaces and Human Computer Interaction', 'Machine Learning', 'Special Purpose and Application-Based Systems', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Computer Communication Networks', 'User Interfaces and Human Computer Interaction', 'Machine Learning', 'Special Purpose and Application-Based Systems']"
Springer,10.1007/978-3-031-71162-6_1,Adversarial Robustness Certification for Bayesian Neural Networks,"We study the problem of certifying the robustness of Bayesian neural networks (BNNs) to adversarial input perturbations. Specifically, we define two notions of robustness for BNNs in an adversarial setting: probabilistic robustness and decision robustness. The former deals with the probabilistic behaviour of the network, that is, it ensures robustness across different stochastic realisations of the network, while the latter provides guarantees for the overall (output) decision of the BNN. Although these robustness properties cannot be computed analytically, we present a unified computational framework for efficiently and formally bounding them. Our approach is based on weight interval sampling, integration and bound propagation techniques, and can be applied to BNNs with a large number of parameters independently of the (approximate) inference method employed to train the BNN. We evaluate the effectiveness of our method on tasks including airborne collision avoidance, medical imaging and autonomous driving, demonstrating that it can compute non-trivial guarantees on medium size images (i.e., over 16 thousand input parameters).","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-981-97-7447-0_7,"From Backwardness to a Great Tech Power, the Chinese Modernization of Science and Technology","This article explores the development mechanism, growth process and key achievements of the Chinese modernization of science and technology. Over the past 70 years since the founding of the People’s Republic of China, the Chinese modernization of science and technology experienced a transformation from rapidly catching up with developed countries to surpassing its competitors in innovation. This highlights that “innovation is the primary driving force for development”. What is also at play is the integrated result as well as interaction between three key capabilities (the capability of introducing technologies, the capability of technology imitation, and the capability of independent innovation of technologies) and two major effects (the scale effect of a giant market of China and the scale effect of the world market). As a result, China created its own and unique path of opening up to the outside world, catching up with and surpassing advanced countries at a faster pace in spite of its status as a latecomer and pursuing independent innovation. This is what makes China a technological pioneer in the world now instead of that poor and backward country. China has the world’s largest integrated and high-quality scientific and technological team, one of the world’s largest R&D expenditure, the world’s second largest digital economy and the world’s largest amount of IPR usage fee (import and export). As the largest grain producer, it also ranks among the top countries in terms of papers published in science and technology journals, invention patent application and high-tech export. As China’s scientific and technological contribution rate continues to rise, it is now an innovative power in the world; by 2025, China’s scientific and technological modernization will be at a new level, and this will further change the future world’s science and technology development landscape. When China becomes one of the world’s three major science and technology centers, it will make greater contribution to the development of science and technology in the world.","['Economics', 'Political Economy/Economic Systems', 'Public Policy', 'Political Economy and Economic Systems', 'Public Policy']"
Springer,10.1007/978-3-031-73741-1_10,The GraphBRAIN Framework for Knowledge Graph Management and Its Applications to Cultural Heritage,"The traditional record-based approach to the description of Cultural Heritage is nowadays obsolete. It is unable to properly handle complex descriptions and it cannot support advanced functions provided by Artificial Intelligence techniques for helping practitioners, scholars, researchers and end-users in carrying out their tasks. A graph-based, semantic approach is needed, such as that provided by Semantic Web solutions. Also, a ‘holistic’ description approach is needed, that includes and inter-connects all branches and types of Cultural Heritage, and that is not limited to describing just the formal metadata of cultural objects, but can deal with their content, physicality, context and lifecycle, as well. The GraphBRAIN framework and technology for Knowledge Graph management enforces all these ideas and enjoys improved efficiency, expressiveness, and flexibility thanks to the use of the LPG model for knowledge representation. This paper describes GraphBRAIN and its application to several Cultural Heritage-related fields, including digital libraries, archives and museums, history of computing, and tourism as a way to boost fruition of these items.","['Computer Science', 'Logics and Meanings of Programs', 'Software Engineering/Programming and Operating Systems', 'Special Purpose and Application-Based Systems', 'Computer System Implementation', 'Artificial Intelligence', 'Computer Science Logic and Foundations of Programming', 'Software Engineering', 'Special Purpose and Application-Based Systems', 'Computer System Implementation', 'Artificial Intelligence']"
Springer,10.1007/978-3-031-71177-0_26,"No Risk, No Fun","The aim of this tutorial is to explain to the formal methods community the area of risk management and its most prominent concepts: the definition of risk, strategies for managing risk, the risk management cycle, and the role of ISO standards. For each of these concepts, I explain how formal methods relate and contribute, making risk management more accountable: systematic, transparent, and quantitative. I will also argue that viewing Formal Methods through the lens of risk management, and making the relevance of formal methods in risk analysis explicit, helps our community to better communicate the merits of formal methods to industry.","['Computer Science', 'Software Engineering/Programming and Operating Systems', 'Logics and Meanings of Programs', 'Special Purpose and Application-Based Systems', 'Professional Computing', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)', 'Software Engineering', 'Computer Science Logic and Foundations of Programming', 'Special Purpose and Application-Based Systems', 'Programming Language', 'Control Structures and Microprogramming', 'Natural Language Processing (NLP)']"
Springer,10.1007/978-981-97-6915-5_3,High-Resolution Plenoptic Sensing,"The high-resolution plenoptic sensing system can capture light field with a high level of detail and clarity. Resolution refers to the amount of detail that can be discerned in the reconstructed image or light field. The cutting edge of high-resolution plenoptic sensing is gigapixel plenoptic sensing, specifically refers to a system capable of capturing images with billions of pixels, resulting in extremely high-resolution light field.","['Computer Science', 'Image Processing and Computer Vision', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Signal, Image and Speech Processing', 'Materials Science, general', 'Computer Vision', 'Image Processing', 'Imaging Techniques']"
